metric,5,6,7,8,9,10
Average Path Length,0.8432189380748686,0.29784769164931163,0.3198016458821254,0.6076676342129047,0.25341439560530193,0.7833207544645143
Clustering Coefficient,-0.863964050892,-0.5055539521357633,-0.5386478573123741,-0.3621545141848973,-0.4487283061370341,-0.4284020592659189
Degree Centrality,-1.084392288597435,-0.9065363524711446,-0.761464127734625,-0.8851776133864184,-0.8881376832653283,-0.9503137425010107
Network Density,-1.0843922885974342,-0.9065363524711445,-0.7614641277346252,-0.8851776133864182,-0.8881376832653286,-0.9503137425010107
Transitivity,0.05857381079033566,0.27274553413154534,-0.06027112322863119,0.09718364982562226,0.24106086605847818,-0.137346948281036
